Filepath,Color_1,Confidence_1
logos/servier.ge.png,"(239, 244, 248)",1.0
logos/tupperware.gr.png,"(249, 249, 249)",1.0
logos/toyota-bornholm.dk.png,"(121, 89, 93)",1.0
logos/mitsubishielectric.in.png,"(245, 239, 239)",1.0
logos/habitat.hu.png,"(50, 187, 222)",1.0
logos/mazda-warszawa-nivette.pl.png,"(36, 35, 31)",1.0
logos/jungheinrich.com.my.png,"(245, 220, 220)",1.0
logos/job-impulse.mx.png,"(229, 31, 44)",1.0
logos/medef-somme.fr.png,"(168, 155, 196)",1.0
logos/bakertilly.ma.png,"(239, 239, 239)",1.0
logos/airbnb.com.bo.png,"(254, 113, 117)",1.0
logos/pirtek.nl.png,"(56, 62, 110)",1.0
logos/subarumidlandodessa.com.jpg,"(157, 173, 194)",1.0
logos/duracell.com.tr.png,"(236, 233, 231)",1.0
logos/miniso-home.ro.png,"(243, 169, 172)",1.0
logos/kiaofmurfreesboro.com.png,"(91, 41, 45)",1.0
logos/aamco-corpuschristi.com.png,"(49, 77, 105)",1.0
logos/amway.ca.png,"(47, 47, 47)",1.0
logos/ajaxtocco.de.png,"(233, 232, 231)",1.0
logos/ebayglobalshipping.com.png,"(52, 108, 99)",1.0
logos/zkteco.com.pk.png,"(80, 81, 74)",1.0
logos/adeccogroupfoundationus.org.png,"(248, 248, 248)",1.0
logos/carlsjr.es.png,"(241, 228, 207)",1.0
logos/pussyspace.net.png,"(65, 30, 61)",1.0
logos/actemium.us.png,"(181, 204, 163)",1.0
logos/daikin-ksa.com.png,"(238, 248, 251)",1.0
logos/myron.ca.png,"(173, 186, 201)",1.0
logos/jysk.mk.png,"(63, 83, 147)",1.0
logos/spie-osmo.de.png,"(61, 67, 104)",1.0
logos/culliganofwestbranch.com.png,"(150, 180, 254)",1.0
logos/veoliawatertechnologies.pl.png,"(253, 244, 244)",1.0
logos/menicon.fr.png,"(247, 247, 246)",1.0
logos/atalian.be.png,"(246, 246, 246)",1.0
logos/yves-rocher.ch.png,"(176, 184, 105)",1.0
logos/titancontainers.us.png,"(214, 216, 222)",1.0
logos/habitativ.org.png,"(59, 84, 154)",1.0
logos/forpsi.pl.png,"(65, 107, 163)",1.0
logos/sitech-ohio.com.png,"(239, 242, 243)",1.0
logos/adra.nl.png,"(172, 211, 203)",1.0
logos/intertongn.es.png,"(244, 229, 96)",1.0
logos/statkraft.fr.png,"(171, 212, 230)",1.0
logos/kia-brass-frankfurt.de.png,"(231, 232, 233)",1.0
logos/papasaveriospizzeria.com.png,"(161, 38, 46)",1.0
logos/siebtechnik-tema.nl.png,"(221, 66, 30)",1.0
logos/pussyspace.net.jpg,"(67, 30, 63)",1.0
logos/xtransfer.cn.png,"(253, 140, 34)",1.0
logos/truckcityford.com.png,"(149, 138, 133)",1.0
logos/rsmpoland.pl.png,"(225, 237, 238)",1.0
logos/isover.at.png,"(246, 245, 242)",1.0
logos/culliganmidmichigan.com.png,"(66, 168, 210)",1.0
logos/holidayland-sanktwendel.de.png,"(68, 129, 147)",1.0
logos/salvationarmyeet.org.png,"(237, 97, 101)",1.0
logos/aamcoscottsdaleairpark.com.png,"(118, 109, 134)",1.0
logos/renaultrycauto.es.png,"(119, 71, 62)",1.0
logos/veolianorthamerica.com.png,"(247, 175, 178)",1.0
logos/culliganalbionhillsdale.com.png,"(150, 180, 254)",1.0
logos/toyotasud.ro.png,"(217, 217, 219)",1.0
logos/toyotafocsani.ro.png,"(21, 26, 38)",1.0
logos/bonprix.co.uk.png,"(244, 201, 205)",1.0
logos/orient-food.sk.png,"(241, 227, 222)",1.0
logos/ophitusa.com.png,"(240, 239, 239)",1.0
logos/culliganiowa.com.png,"(66, 168, 210)",1.0
logos/isuzuhanoi.com.png,"(243, 202, 205)",1.0
logos/cdlvideira.com.br.png,"(62, 94, 132)",1.0
logos/inductotherm.com.tr.png,"(249, 248, 248)",1.0
logos/pilotpen.hu.png,"(0, 81, 149)",1.0
logos/vitalimages.com.png,"(250, 238, 238)",1.0
logos/metlife.com.au.png,"(192, 218, 213)",1.0
logos/gs1bg.org.png,"(210, 215, 225)",1.0
logos/worldoptionsgh.com.au.png,"(241, 244, 247)",1.0
logos/humanasecondhand.se.png,"(239, 239, 239)",1.0
logos/bbraun.co.th.png,"(202, 239, 229)",1.0
logos/aamcowsa.com.png,"(49, 77, 105)",1.0
logos/rotary6450.org.png,"(146, 108, 9)",1.0
logos/actemium.ch.png,"(218, 230, 211)",1.0
logos/ibc-solar.pl.png,"(232, 148, 145)",1.0
logos/tevamexico.com.mx.png,"(227, 237, 238)",1.0
logos/aamcomiami-birdroad.com.png,"(118, 109, 134)",1.0
logos/nextbikeczech.com.png,"(112, 151, 196)",1.0
logos/lindt.co.za.png,"(249, 248, 243)",1.0
logos/cyclecarriage.com.png,"(54, 50, 52)",1.0
logos/einhell.fi.png,"(221, 62, 78)",1.0
logos/bbraun.com.tw.png,"(202, 239, 229)",1.0
logos/monster.at.png,"(127, 78, 163)",1.0
logos/nikonmetro1stg.wpengine.com.png,"(93, 203, 211)",1.0
logos/mazda-autohaus-voigtlaender-meyer-hamburg.de.png,"(101, 100, 101)",1.0
logos/avis.com.ph.png,"(228, 90, 107)",1.0
logos/toyota-buchreiter-eisenstadt.at.png,"(248, 239, 238)",1.0
logos/kia-sauter-albstadt.de.png,"(231, 232, 233)",1.0
logos/baywa-re.es.png,"(190, 223, 184)",1.0
logos/europa-union-kassel.de.png,"(12, 112, 70)",1.0
logos/isover.com.ar.png,"(250, 240, 204)",1.0
logos/pepsico.fr.png,"(225, 229, 229)",1.0
logos/wuerth.com.ph.png,"(250, 245, 246)",1.0
logos/linak.kr.png,"(226, 227, 229)",1.0
logos/demeter-im-westen.de.png,"(238, 204, 168)",1.0
logos/immanuelalbertinen.de.png,"(249, 249, 245)",1.0
logos/msd-animal-health.co.nz.png,"(0, 128, 117)",1.0
logos/veolia.com.gh.png,"(253, 226, 226)",1.0
logos/mazda.hu.png,"(230, 230, 230)",1.0
logos/airbnb.com.au.png,"(251, 76, 107)",1.0
logos/bosch-wohnungsgesellschaft.de.png,"(62, 62, 62)",1.0
logos/scte-prod.herokuapp.com.png,"(110, 49, 184)",1.0
logos/zkteco.vn.png,"(241, 243, 237)",1.0
logos/aamcovancouver99.com.png,"(118, 109, 134)",1.0
logos/kia-ebner-baienfurt.de.jpg,"(238, 239, 240)",1.0
logos/ymca-cnw.org.png,"(108, 176, 175)",1.0
logos/kia-ahs-roehrnbach.de.png,"(231, 232, 233)",1.0
logos/nordicpharma.es.png,"(228, 209, 213)",1.0
logos/babgencel.de.png,"(177, 230, 234)",1.0
logos/savethechildren.mx.png,"(245, 236, 235)",1.0
logos/spitexampuls.ch.png,"(9, 92, 92)",1.0
logos/synlab.com.tr.png,"(243, 246, 247)",1.0
logos/unglobalcompact.ca.png,"(209, 217, 222)",1.0
logos/mersen.com.tr.png,"(249, 247, 247)",1.0
logos/renault-fama.be.png,"(206, 206, 206)",1.0
logos/mazda.fi.png,"(28, 28, 28)",1.0
logos/carlsjrmerida.com.png,"(224, 165, 62)",1.0
logos/secom.vn.png,"(127, 159, 194)",1.0
logos/dhirajsonsonline.com.png,"(136, 100, 126)",1.0
logos/mazda-autohaus-schmidt-grossenhain.de.png,"(101, 100, 101)",1.0
logos/toyota-evreux.fr.png,"(39, 39, 46)",1.0
logos/nestle.dk.png,"(236, 234, 231)",1.0
logos/thelocal.at.png,"(251, 218, 192)",1.0
logos/toyotamezcar.com.tr.png,"(217, 218, 219)",1.0
logos/stocanada.com.png,"(219, 209, 166)",1.0
logos/misterwhat.com.br.png,"(202, 218, 207)",1.0
logos/pefc.org.png,"(238, 247, 226)",1.0
logos/culligancentralindiana.com.png,"(66, 168, 210)",1.0
logos/repsolresourcesuk.com.png,"(231, 216, 205)",1.0
logos/cvjm-pfalz.de.png,"(137, 29, 60)",1.0
logos/alosindustrials.com.png,"(252, 247, 247)",1.0
logos/vkf-renzel.com.tr.png,"(213, 210, 210)",1.0
logos/intersport.it.png,"(211, 207, 222)",1.0
logos/vendhq.com.png,"(251, 230, 232)",1.0
logos/kia-ebner-baienfurt.de.png,"(237, 238, 239)",1.0
logos/solatube.co.uk.png,"(245, 249, 251)",1.0
logos/greatplacetowork.cn.png,"(232, 47, 47)",1.0
logos/murrelektronik.it.png,"(97, 200, 97)",1.0
logos/lghealthjobs.org.png,"(247, 247, 249)",1.0
logos/repsol.no.png,"(242, 235, 230)",1.0
logos/aamcoreadingpa.com.png,"(118, 109, 134)",1.0
logos/nutricia.nl.png,"(35, 34, 86)",1.0
logos/demeter-bw.de.png,"(238, 204, 168)",1.0
logos/aamcorockvillemd.com.png,"(118, 109, 134)",1.0
logos/modshair-koeln-lindenthal.de.png,"(220, 36, 27)",1.0
logos/linde-amt.com.png,"(236, 246, 241)",1.0
logos/furuno.fr.png,"(242, 246, 253)",1.0
logos/adecco.cl.png,"(219, 49, 37)",1.0
logos/nestle.com.pe.png,"(237, 235, 233)",1.0
logos/linde-gaz.pl.png,"(19, 104, 154)",1.0
logos/aamcospokanevalleywa.com.png,"(118, 109, 134)",1.0
logos/culliganofidaho.com.png,"(66, 168, 210)",1.0
logos/dulux.com.my.png,"(28, 58, 101)",1.0
logos/bbraun.dk.png,"(202, 239, 229)",1.0
logos/tapflo.nl.png,"(220, 234, 241)",1.0
logos/greatplacetowork.cl.png,"(251, 61, 76)",1.0
logos/cfmotoqueretaro.com.png,"(196, 196, 196)",1.0
logos/msd-animal-health.com.au.png,"(0, 128, 117)",1.0
logos/linde.pe.png,"(24, 100, 155)",1.0
logos/pefc.fi.png,"(237, 246, 225)",1.0
logos/aamco-bellevue.com.png,"(166, 124, 143)",1.0
logos/intersport.hr.png,"(220, 218, 230)",1.0
logos/entergy-arkansas.com.png,"(244, 213, 236)",1.0
logos/nobleprog.ae.png,"(242, 247, 250)",1.0
logos/vbh.ro.png,"(74, 158, 106)",1.0
logos/synlab.com.cy.png,"(226, 235, 239)",1.0
logos/besins-healthcare.nl.png,"(149, 127, 119)",1.0
logos/budget-egypt.com.png,"(205, 190, 187)",1.0
logos/nestle.pl.png,"(236, 234, 231)",1.0
logos/medef41.fr.png,"(98, 47, 92)",1.0
logos/nelsonlabsbozeman.com.png,"(13, 40, 37)",1.0
logos/aamcorochesterny.com.png,"(161, 121, 139)",1.0
logos/lindt.com.au.png,"(251, 250, 246)",1.0
logos/subwaypacific.com.png,"(99, 168, 91)",1.0
logos/spitex-region-stockhorn.ch.png,"(9, 92, 92)",1.0
logos/chicco.ch.png,"(97, 38, 97)",1.0
logos/tapflo.at.png,"(221, 236, 241)",1.0
logos/mondialparebrise.re.png,"(46, 125, 152)",1.0
logos/toyotaakkoyunlu.com.tr.png,"(217, 218, 219)",1.0
logos/aamcostuartfl.com.png,"(118, 109, 134)",1.0
logos/savethechildren.org.za.png,"(237, 212, 210)",1.0
logos/bakertilly.ci.png,"(237, 238, 238)",1.0
logos/daikinkuwait.com.png,"(187, 221, 232)",1.0
logos/bioderma.co.za.png,"(250, 250, 250)",1.0
logos/propertyfinder.com.png,"(241, 119, 106)",1.0
logos/altenusa.com.png,"(236, 211, 174)",1.0
logos/dulux.ie.png,"(201, 200, 202)",1.0
logos/amnesty.lu.png,"(223, 207, 5)",1.0
logos/bakertilly.mu.png,"(230, 230, 230)",1.0
logos/hawaiifamilydentalcareers.com.png,"(245, 250, 242)",1.0
logos/seitenbachershop.com.png,"(41, 53, 115)",1.0
logos/ymcalouisville.org.png,"(232, 224, 197)",1.0
logos/decathlon.com.tr.png,"(19, 129, 187)",1.0
logos/lidl.ee.png,"(171, 161, 68)",1.0
logos/worldvision.org.sv.png,"(253, 115, 19)",1.0
logos/ebay.pl.png,"(247, 246, 242)",1.0
logos/allianz.com.gr.png,"(160, 180, 206)",1.0
logos/duracell.fr.png,"(236, 233, 231)",1.0
logos/astrazeneca.no.png,"(250, 236, 196)",1.0
logos/aiesec.gr.png,"(26, 137, 243)",1.0
logos/linde-medica.es.png,"(26, 102, 156)",1.0
logos/daikineastafrica.com.png,"(115, 138, 124)",1.0
logos/pearsonclinical.ca.png,"(170, 212, 223)",1.0
logos/sitech.fi.png,"(91, 109, 93)",1.0
logos/araihelmet.com.png,"(30, 27, 27)",1.0
logos/culliganwaterbillings.com.png,"(70, 121, 242)",1.0
logos/lidl.com.cy.png,"(159, 157, 70)",1.0
logos/yves-rocher.nl.png,"(246, 247, 244)",1.0
logos/scoutaerialafrica.com.png,"(17, 40, 67)",1.0
logos/hyundaichullora.com.au.png,"(221, 197, 198)",1.0
logos/toolstationjobs.be.png,"(31, 102, 162)",1.0
logos/kumon.com.uy.png,"(145, 173, 212)",1.0
logos/inductotherm.com.cn.png,"(207, 129, 112)",1.0
logos/albatroslogistic.ma.png,"(239, 243, 245)",1.0
logos/aamcooklahomacity-edmond.com.png,"(118, 109, 134)",1.0
logos/carglass.lt.png,"(250, 238, 233)",1.0
logos/hollandandbarrett.com.mt.png,"(23, 101, 85)",1.0
logos/toyota.bo.png,"(224, 226, 225)",1.0
logos/aamcohamptonva.com.png,"(118, 109, 134)",1.0
logos/unicharm.com.br.png,"(246, 246, 248)",1.0
logos/hofmann-personal.cz.png,"(241, 247, 249)",1.0
logos/mazdaofpoughkeepsie.com.png,"(121, 121, 122)",1.0
logos/mazda-autohaus-dohm-horn-bad-meinberg.de.png,"(124, 123, 124)",1.0
logos/modshair-stuttgart.de.png,"(245, 241, 240)",1.0
logos/ford.te.ua.png,"(108, 137, 175)",1.0
logos/yves-rocher.at.png,"(67, 94, 68)",1.0
logos/carlsjr.co.nz.png,"(213, 164, 80)",1.0
logos/vkf-renzel.nl.png,"(213, 210, 210)",1.0
logos/mazda-autohaus-albers-doerpen.de.png,"(124, 123, 124)",1.0
logos/tenneco.co.jp.png,"(45, 116, 175)",1.0
logos/mazda-autohaus-lackmann-sendenhorst.de.png,"(124, 123, 124)",1.0
logos/cdltresrios.com.br.png,"(49, 99, 137)",1.0
logos/decathlon.ch.png,"(26, 137, 195)",1.0
logos/menicon.sg.png,"(181, 170, 150)",1.0
logos/mtn.co.sz.png,"(244, 196, 2)",1.0
logos/avis.com.do.png,"(249, 225, 226)",1.0
logos/aamcopompanobeach.com.png,"(118, 109, 134)",1.0
logos/chicco.com.tr.png,"(97, 38, 97)",1.0
logos/adra.org.au.png,"(39, 141, 120)",1.0
logos/eru.com.ua.png,"(237, 242, 245)",1.0
logos/spitex-oberfreiamt.ch.png,"(9, 92, 92)",1.0
logos/alcirclebiz.com.png,"(238, 239, 240)",1.0
logos/chicco.com.ua.png,"(219, 224, 236)",1.0
logos/renaultvercammen.be.png,"(207, 207, 207)",1.0
logos/vamdodoma.ru.png,"(221, 180, 86)",1.0
logos/vans.at.png,"(247, 230, 231)",1.0
logos/mazda-autohaus-lohmann-kreuztal.de.png,"(101, 100, 101)",1.0
logos/bakertillysek.se.png,"(242, 242, 242)",1.0
logos/lindesaude.pt.png,"(19, 104, 155)",1.0
logos/aamconorthtampa.com.png,"(161, 121, 139)",1.0
logos/greatplacetowork.com.sg.png,"(231, 47, 46)",1.0
logos/aamcoflagstaff.com.png,"(118, 109, 134)",1.0
logos/rotary-club-paris-se.org.png,"(102, 86, 35)",1.0
logos/bbraun.co.za.png,"(203, 239, 229)",1.0
logos/starkeypro.de.png,"(242, 241, 235)",1.0
logos/pepsico.ru.png,"(210, 214, 217)",1.0
logos/adlatus-nordwestschweiz.ch.png,"(0, 54, 157)",1.0
logos/vans.nl.png,"(247, 230, 231)",1.0
logos/tbwa.it.png,"(97, 79, 41)",1.0
logos/aamcobaltimore-pulaskihwy.com.png,"(118, 109, 134)",1.0
logos/aon.hu.png,"(209, 0, 20)",1.0
logos/airbnb.am.png,"(254, 113, 117)",1.0
logos/honda-rouen.com.png,"(246, 178, 190)",1.0
logos/ajas.cz.png,"(53, 127, 237)",1.0
logos/pragroup.pl.png,"(83, 128, 107)",1.0
logos/actemium.nl.png,"(210, 224, 199)",1.0
logos/bakertilly.site.png,"(237, 238, 238)",1.0
logos/vivaconagua.org.za.png,"(232, 243, 247)",1.0
logos/gs1sk.org.png,"(210, 215, 225)",1.0
logos/linak.pl.png,"(226, 227, 229)",1.0
logos/titancontainers.at.png,"(214, 216, 222)",1.0
logos/kiacowansville.com.png,"(222, 222, 222)",1.0
logos/giacomini.cz.png,"(226, 24, 48)",1.0
logos/msig-asia.com.png,"(216, 194, 204)",1.0
logos/daikin.ch.png,"(187, 221, 232)",1.0
logos/peach.immo.png,"(63, 113, 141)",1.0
logos/manpowergroup.ca.png,"(158, 123, 125)",1.0
logos/actemium.at.png,"(198, 214, 204)",1.0
logos/kia-settele-neu-ulm.de.png,"(237, 238, 239)",1.0
logos/schaumann.cz.png,"(231, 238, 234)",1.0
logos/nidek.com.png,"(235, 242, 246)",1.0
logos/lvs-oxford.org.uk.png,"(68, 161, 58)",1.0
logos/pilotpen.ro.png,"(31, 119, 254)",1.0
logos/meggle-cheese.com.png,"(39, 75, 131)",1.0
logos/reedglobal.com.mt.png,"(170, 173, 190)",1.0
logos/gs1hr.org.png,"(203, 210, 221)",1.0
logos/isic.bg.png,"(129, 208, 207)",1.0
logos/spitex-hoefe.ch.png,"(207, 225, 225)",1.0
logos/aamcosantacruzca.com.png,"(118, 109, 134)",1.0
logos/aamcodallastx.com.png,"(166, 124, 143)",1.0
logos/aamcomorenovalley.com.png,"(118, 109, 134)",1.0
logos/toyotahonduras.com.png,"(241, 84, 74)",1.0
logos/mazda.com.tw.png,"(232, 232, 232)",1.0
logos/cuponesybeneficios.com.co.png,"(201, 171, 58)",1.0
logos/mazda-autohaus-weiss-niedernhausen.de.png,"(124, 123, 124)",1.0
logos/advocarenewbornnetwork.com.png,"(44, 132, 92)",1.0
logos/gulfoilltd.com.png,"(212, 180, 173)",1.0
logos/carglass.cz.png,"(250, 238, 234)",1.0
logos/kia-settele-neu-ulm.de.jpg,"(238, 239, 240)",1.0
logos/grantthornton.com.sv.png,"(208, 199, 222)",1.0
logos/kia-diamant-wiesbaden.de.png,"(231, 232, 233)",1.0
logos/aamcoglendalearrowhead.com.png,"(189, 165, 179)",1.0
logos/hondasevilla.net.png,"(240, 42, 53)",1.0
logos/aamcoeastpointga.com.png,"(118, 109, 134)",1.0
logos/stampinup.uk.png,"(244, 244, 244)",1.0
logos/katyawilliamsbridal.com.png,"(94, 93, 96)",1.0
logos/honda-montpellier.com.png,"(248, 228, 228)",1.0
logos/wolterskluwer.com.my.png,"(226, 237, 230)",1.0
logos/mateco.mx.png,"(239, 159, 164)",1.0
logos/pkfmalta.com.png,"(206, 222, 236)",1.0
logos/bestdrive.se.png,"(178, 173, 169)",1.0
logos/elizabetharden.tw.png,"(237, 183, 187)",1.0
logos/inductothermgroup.jp.png,"(249, 247, 247)",1.0
logos/aamcophoenixville.com.png,"(161, 121, 139)",1.0
logos/compo-group.com.png,"(165, 151, 26)",1.0
logos/nissanofopelousas.com.png,"(208, 208, 208)",1.0
logos/worldvision.ca.png,"(99, 50, 20)",1.0
logos/cvjm-hemer.de.png,"(152, 32, 65)",1.0
logos/furuno.co.uk.png,"(237, 241, 248)",1.0
logos/aamcobakersfield-unionave.com.png,"(118, 109, 134)",1.0
logos/toyota-niederberger.at.png,"(36, 36, 44)",1.0
logos/engie.cl.png,"(226, 245, 253)",1.0
logos/bakertilly.no.png,"(237, 238, 238)",1.0
logos/bakertilly.mt.png,"(237, 237, 237)",1.0
logos/mazda-autohaus-huck-buehl.de.png,"(239, 224, 227)",1.0
logos/ptsv-hof-minigolf.de.png,"(112, 136, 90)",1.0
logos/lindt.se.png,"(252, 249, 245)",1.0
logos/trulynolenpiaui.com.br.png,"(195, 158, 31)",1.0
logos/aamcoaloha.com.png,"(118, 109, 134)",1.0
logos/mazdadesherbrooke.com.png,"(169, 170, 187)",1.0
logos/engie-refrigeration.de.png,"(224, 244, 253)",1.0
logos/aamcosanbernardinoca.com.png,"(161, 121, 139)",1.0
logos/fleishmanhillard.ie.png,"(243, 245, 246)",1.0
logos/thelocal.ch.png,"(242, 141, 58)",1.0
logos/anderson-negele-gmbh.ru.png,"(0, 78, 150)",1.0
logos/aamconorthwestfwy-houston.com.png,"(161, 121, 139)",1.0
logos/spitex-aarenord.ch.png,"(207, 225, 225)",1.0
logos/zalando.pl.png,"(254, 224, 212)",1.0
logos/greatplacetowork.lu.png,"(251, 60, 76)",1.0
logos/sitechnw.com.png,"(221, 230, 233)",1.0
logos/tapflo.by.png,"(221, 236, 241)",1.0
logos/pefc.es.png,"(229, 240, 215)",1.0
logos/aliaxis.cz.png,"(244, 227, 225)",1.0
logos/airbnb.com.tw.png,"(254, 113, 117)",1.0
logos/carlsjr-russia.ru.png,"(225, 154, 34)",1.0
logos/thelocal.no.png,"(244, 165, 118)",1.0
logos/tracybookshop.com.png,"(239, 239, 226)",1.0
logos/allianz-sebastiankoch.de.png,"(203, 216, 228)",1.0
logos/lindt.jp.png,"(117, 92, 83)",1.0
logos/honda-villebon.com.png,"(245, 178, 189)",1.0
logos/cleijsenautoschadegoirle.nl.png,"(10, 56, 71)",1.0
logos/hps-guns.de.jpg,"(197, 197, 197)",1.0
logos/einhell.com.gr.png,"(220, 57, 72)",1.0
logos/culliganwooster.com.png,"(66, 168, 210)",1.0
logos/mazda-autohaus-buelo-naumburg.de.png,"(101, 100, 101)",1.0
logos/aamcoraleigh-capitalblvd.com.png,"(166, 124, 143)",1.0
logos/aamcofeastervillepa.com.png,"(118, 109, 134)",1.0
logos/toysrus.com.my.png,"(164, 144, 152)",1.0
logos/affidea.ro.png,"(58, 116, 186)",1.0
logos/aamcotracyca.com.png,"(207, 186, 195)",1.0
logos/mazdaofchicagoland.com.png,"(29, 26, 26)",1.0
logos/sto.com.tr.png,"(242, 239, 224)",1.0
logos/infiniti-azerbaijan.com.png,"(28, 25, 26)",1.0
logos/invisalign.it.png,"(192, 172, 168)",1.0
logos/thelocal.dk.png,"(249, 182, 125)",1.0
logos/innolytics.net.png,"(110, 94, 83)",1.0
logos/norauto.com.png,"(17, 54, 121)",1.0
logos/aamcospringfield.com.png,"(164, 122, 141)",1.0
logos/worldvision.org.nz.png,"(253, 112, 10)",1.0
logos/kia-kurt-recklinghausen.de.png,"(231, 232, 233)",1.0
logos/aamcoeuless.com.png,"(118, 109, 134)",1.0
logos/apexdynamicsgermany.de.png,"(205, 216, 223)",1.0
logos/deheus.pt.png,"(206, 226, 225)",1.0
logos/budget.co.ao.png,"(247, 246, 246)",1.0
logos/culliganwi.com.png,"(150, 180, 254)",1.0
logos/jungheinrich.co.za.png,"(231, 228, 220)",1.0
logos/carlsjr.com.mx.png,"(224, 165, 62)",1.0
logos/cdvi.fr.png,"(171, 188, 205)",1.0
logos/bauder.be.png,"(223, 106, 1)",1.0
logos/takeda.nl.png,"(217, 49, 65)",1.0
logos/eresrelocation.es.png,"(247, 249, 249)",1.0
logos/daikinegypt.com.png,"(238, 248, 251)",1.0
logos/overheaddoorkalamazoo.com.png,"(238, 225, 226)",1.0
logos/acuraofpeabody.com.png,"(216, 216, 216)",1.0
logos/casaaurorasupermercados.com.br.png,"(88, 110, 94)",1.0
logos/soneparfrance.fr.png,"(234, 247, 252)",1.0
logos/bakertilly.dk.png,"(230, 230, 230)",1.0
logos/culliganillinoisvalley.com.png,"(66, 168, 210)",1.0
logos/nestle.at.png,"(236, 234, 231)",1.0
logos/paybase.netlify.app.png,"(230, 244, 244)",1.0
logos/honda-saint-maur.com.png,"(245, 178, 189)",1.0
logos/shimadzu.in.png,"(235, 94, 104)",1.0
logos/savethechildren.it.png,"(243, 233, 234)",1.0
logos/axa.ma.png,"(45, 39, 157)",1.0
logos/kia-brueggemann-brandenburg.de.png,"(231, 232, 233)",1.0
logos/hps-guns.de.png,"(200, 200, 201)",1.0
logos/spitex-kriens.ch.png,"(15, 117, 129)",1.0
logos/mtn.zm.png,"(246, 197, 1)",1.0
logos/zalando.co.uk.png,"(254, 224, 212)",1.0
logos/aamco-duluthga.com.png,"(161, 121, 139)",1.0
logos/airbnb.co.in.png,"(253, 71, 104)",1.0
logos/toyotaboranlar.com.tr.png,"(69, 70, 77)",1.0
logos/starkey.com.co.png,"(243, 243, 237)",1.0
logos/nestle.com.bd.png,"(228, 225, 222)",1.0
logos/kia-asc.ru.png,"(232, 233, 234)",1.0
logos/mazda-autohaus-schreier-biebergemuend-bieber.de.png,"(124, 123, 124)",1.0
logos/exertisztorm.com.png,"(241, 99, 100)",1.0
logos/duluxarabia.com.png,"(28, 58, 101)",1.0
logos/spitex-gersau.ch.png,"(9, 92, 92)",1.0
logos/starkeypro.com.png,"(246, 245, 240)",1.0
logos/extremeadventureraces.com.png,"(222, 220, 217)",1.0
logos/piccinifuels.it.png,"(135, 190, 168)",1.0
logos/brother.com.mx.png,"(30, 61, 166)",1.0
logos/wurth.kz.png,"(95, 26, 29)",1.0
logos/honda-lorient.com.png,"(246, 178, 190)",1.0
logos/ccusa.nl.png,"(236, 243, 229)",1.0
logos/mersen.it.png,"(249, 247, 247)",1.0
logos/takedaoncology.com.png,"(227, 59, 64)",1.0
logos/intersport-grandbornand.com.png,"(202, 196, 212)",1.0
logos/julis-stuttgart.de.png,"(81, 146, 168)",1.0
logos/toyotadolak.cz.png,"(247, 214, 218)",1.0
logos/takeda.com.ru.png,"(253, 242, 243)",1.0
logos/plameco-rheinsieg.de.png,"(34, 68, 190)",1.0
logos/allianz.ie.png,"(134, 159, 193)",1.0
logos/aamcolubbock.com.png,"(118, 109, 134)",1.0
logos/nikonimgsupport.com.png,"(229, 214, 74)",1.0
logos/edf-re.com.au.png,"(244, 241, 241)",1.0
logos/stanleyelectricus.com.png,"(251, 231, 221)",1.0
logos/zkteco-ao.com.png,"(76, 100, 46)",1.0
logos/toyotasandikci.com.tr.png,"(217, 218, 219)",1.0
logos/toyotasanpablo.com.ph.png,"(235, 206, 206)",1.0
logos/duracleanservicebybob.com.png,"(223, 218, 227)",1.0
logos/mcdonalds.co.za.png,"(223, 27, 7)",1.0
logos/lightspeedhq.mx.png,"(209, 25, 25)",1.0
logos/greatplacetowork.com.tr.png,"(232, 47, 47)",1.0
logos/gs1lt.org.png,"(225, 229, 235)",1.0
logos/avisng.com.png,"(213, 14, 53)",1.0
logos/funiber.ma.png,"(210, 226, 235)",1.0
logos/infiniti.com.tw.png,"(249, 249, 249)",1.0
logos/flesan.com.pe.png,"(243, 243, 243)",1.0
logos/gs1mt.org.png,"(191, 199, 214)",1.0
logos/pkfcemac.com.png,"(112, 119, 114)",1.0
logos/wurth.sk.png,"(246, 242, 242)",1.0
logos/ymca-ywca.org.png,"(129, 130, 138)",1.0
logos/engie.com.au.png,"(237, 249, 253)",1.0
logos/keika-c.ed.jp.png,"(39, 73, 18)",1.0
logos/pepsico.ua.png,"(227, 231, 231)",1.0
logos/kiaprimavera.com.png,"(4, 18, 28)",1.0
logos/thelab.id.png,"(206, 215, 209)",1.0
logos/nestle-mena.com.png,"(238, 237, 234)",1.0
logos/bnpparibasdeveloppement.com.png,"(235, 241, 239)",1.0
logos/pkf.pt.png,"(232, 231, 223)",1.0
logos/hsusports.com.png,"(154, 163, 156)",1.0
logos/sothebysrealty.ae.png,"(59, 83, 110)",1.0
logos/tupperwarefiesta.com.png,"(100, 189, 193)",1.0
logos/svnahia.com.png,"(204, 201, 209)",1.0
logos/toyotacommonwealth.com.png,"(123, 125, 125)",1.0
logos/kiaofgrandblanc.com.png,"(3, 16, 25)",1.0
logos/pamarco.co.uk.png,"(241, 244, 244)",1.0
logos/hyundaitgv.ro.png,"(219, 224, 231)",1.0
logos/howdengroupholdings.com.png,"(243, 248, 248)",1.0
logos/trinkgutlippstadt.de.png,"(182, 163, 150)",1.0
